sortie,name,start_s,end_s,start_node,end_node,start_altitude_m,end_altitude_m
P00001,leg1-climb,510.0,568.1426440429688,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,273.0566101074219
P00001,leg1-cruise,568.1426440429688,772.3700657955625,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",273.0566101074219,273.0566101074219
P00001,leg1-descent,772.3700657955625,816.8983708492734,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",273.0566101074219,184.0
P00001,S001-handoff,816.8983708492734,1248.8983708492733,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",184.0,184.0
P00001,leg2-climb,1248.8983708492733,1284.521014892242,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",184.0,273.0566101074219
P00001,leg2-cruise,1284.521014892242,1488.7484366448357,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",273.0566101074219,273.0566101074219
P00001,leg2-descent,1488.7484366448357,1561.4267416985467,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",273.0566101074219,127.7
P00002,leg1-climb,540.0,598.1426440429688,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,273.0566101074219
P00002,leg1-cruise,598.1426440429688,802.3700657955625,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",273.0566101074219,273.0566101074219
P00002,leg1-descent,802.3700657955625,846.8983708492734,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",273.0566101074219,184.0
P00002,S001-handoff,846.8983708492734,1314.8983708492733,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",184.0,184.0
P00002,leg2-climb,1314.8983708492733,1350.521014892242,"{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}","{'code': 'S001', 'longitude': 109.2432319, 'latitude': 23.0335927, 'elevation_m': 154.0}",184.0,273.0566101074219
